,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100,Feature 101,Feature 102,Feature 103,Feature 104,Feature 105,Feature 106,Feature 107,Feature 108
P 11,utm_other,medium_other,"GRAY_LEVEL_\less_than_50\""""",browser_safari,device_mobile,"NATURAL_HAIR_COLOR_\black\""""",utm_bronto,pages_notloggedin,"HAIR_COLOR_\black\""""",pages_account,customer_type_gloss,pages_share,pages_hair-color,pages_cart,pages_landing,visit_count,FREQUENCY_8,FREQUENCY_other,utm_google,total_pages,customer_type_other,"DO_WITH_HAIR_\highlight_only\""""",medium_cpc,pages_product,medium_organic,"HAIR_COLOR_\brown\""""",FREQUENCY_12,total_order_type,total_customer_type,pages_learn-more,order_type_subscription,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_other,pages_checkout,"COMFORT_LEVEL_\not_comfortable\""""","HAIR_COLOR_\red\""""",order_type_renewal,pages_confirmation,browser_other,"DO_WITH_HAIR_\not_sure\""""","NATURAL_HAIR_COLOR_\red\""""",visitor_age,country,pages_about,"GRAY_LEVEL_\not_sure\""""",avg_session_length,"DO_WITH_HAIR_\change\""""",pages_refer,city,"COLOR_WHERE_\salon_and_home\""""",pages_search,device_tablet,pages_shopping,pages_hair-color-chart,pages_blog,pages_faqs,purchases,pages_membership,browser_ie,browser_facebook,FREQUENCY_4,revenue,pages_support,customer_type_colorbar,"GRAY_LEVEL_\no_gray\""""",latitude,"DO_WITH_HAIR_\color_and_highlights\""""",browser_firefox,pages_hair-dye-ingredients,FREQUENCY_7,medium_email,state,pages_color-translator,FREQUENCY_2,"COLOR_WHERE_\at_salon\""""",pages_hair-colorist,FREQUENCY_6,predicted_future_ltr_10yr,pages_colorbar,utm_facebook,"COMFORT_LEVEL_\comfortable\""""",order_type_one-time,pages_signIn,longitude,customer_type_color,pages_how-to-color-your-hair,pages_welcome,pages_email-unsubscribe,customer_type_rootreboot,pages_shop,FREQUENCY_5,pages_color-advisor,"COMFORT_LEVEL_\very_comfortable\""""",FREQUENCY_3,pages_compare-shades,"NATURAL_HAIR_COLOR_\brown\""""",utm_iterable,medium_none,utm_direct,"COLOR_WHERE_\at_home\""""","GRAY_LEVEL_\all\""""","NATURAL_HAIR_COLOR_\blonde\""""",medium_fbigan,device_desktop,"DO_WITH_HAIR_\touch_up\""""",browser_chrome,"HAIR_COLOR_\blonde\""""","GRAY_LEVEL_\more_than_50\"""""
P 12,"GRAY_LEVEL_\less_than_50\""""","COLOR_WHERE_\at_salon\""""","DO_WITH_HAIR_\touch_up\""""",FREQUENCY_8,customer_type_color,"HAIR_COLOR_\blonde\""""",order_type_renewal,"NATURAL_HAIR_COLOR_\blonde\""""",browser_chrome,order_type_subscription,"NATURAL_HAIR_COLOR_\black\""""",pages_account,"HAIR_COLOR_\black\""""","COMFORT_LEVEL_\not_comfortable\""""",pages_notloggedin,"COMFORT_LEVEL_\somewhat_comfortable\""""","DO_WITH_HAIR_\not_sure\""""",device_desktop,medium_fbigan,"COLOR_WHERE_\salon_and_home\""""",pages_how-to-color-your-hair,pages_support,FREQUENCY_7,pages_faqs,utm_direct,medium_none,pages_compare-shades,pages_colorbar,country,pages_learn-more,purchases,medium_organic,pages_hair-color,pages_color-advisor,pages_other,customer_type_colorbar,pages_shop,utm_iterable,pages_hair-colorist,pages_hair-dye-ingredients,pages_about,"DO_WITH_HAIR_\highlight_only\""""",city,revenue,total_customer_type,total_order_type,FREQUENCY_other,pages_membership,pages_refer,browser_firefox,pages_welcome,"DO_WITH_HAIR_\color_and_highlights\""""",browser_facebook,FREQUENCY_6,device_mobile,pages_blog,utm_facebook,customer_type_rootreboot,pages_email-unsubscribe,pages_signIn,utm_google,pages_hair-color-chart,latitude,visit_count,pages_color-translator,medium_email,pages_landing,FREQUENCY_12,browser_ie,FREQUENCY_5,total_pages,"GRAY_LEVEL_\not_sure\""""",visitor_age,"HAIR_COLOR_\brown\""""",pages_search,browser_other,pages_checkout,pages_confirmation,state,pages_cart,pages_share,pages_shopping,medium_cpc,predicted_future_ltr_10yr,utm_bronto,avg_session_length,FREQUENCY_2,"GRAY_LEVEL_\all\""""","GRAY_LEVEL_\no_gray\""""","NATURAL_HAIR_COLOR_\brown\""""",customer_type_other,"NATURAL_HAIR_COLOR_\red\""""",longitude,medium_other,FREQUENCY_3,browser_safari,utm_other,pages_product,"HAIR_COLOR_\red\""""",FREQUENCY_4,device_tablet,"COMFORT_LEVEL_\comfortable\""""","COMFORT_LEVEL_\very_comfortable\""""",customer_type_gloss,order_type_one-time,"GRAY_LEVEL_\more_than_50\""""","DO_WITH_HAIR_\change\""""","COLOR_WHERE_\at_home\"""""
P 13,order_type_subscription,"GRAY_LEVEL_\more_than_50\""""",pages_account,pages_notloggedin,visit_count,"HAIR_COLOR_\brown\""""",visitor_age,customer_type_colorbar,"COLOR_WHERE_\salon_and_home\""""",FREQUENCY_4,utm_other,pages_colorbar,"GRAY_LEVEL_\no_gray\""""",utm_google,device_mobile,"DO_WITH_HAIR_\touch_up\""""",pages_hair-color,order_type_renewal,"NATURAL_HAIR_COLOR_\brown\""""","HAIR_COLOR_\blonde\""""",medium_other,pages_other,total_pages,pages_cart,medium_cpc,customer_type_color,FREQUENCY_other,medium_organic,"GRAY_LEVEL_\all\""""",pages_checkout,pages_landing,pages_confirmation,FREQUENCY_3,pages_signIn,"DO_WITH_HAIR_\highlight_only\""""",browser_safari,"NATURAL_HAIR_COLOR_\blonde\""""",pages_membership,pages_support,FREQUENCY_6,"COLOR_WHERE_\at_salon\""""",browser_other,FREQUENCY_5,FREQUENCY_12,pages_share,pages_learn-more,pages_hair-color-chart,"DO_WITH_HAIR_\color_and_highlights\""""",pages_faqs,pages_about,"COMFORT_LEVEL_\somewhat_comfortable\""""",customer_type_other,country,pages_refer,longitude,browser_facebook,pages_blog,"COMFORT_LEVEL_\not_comfortable\""""",pages_email-unsubscribe,pages_how-to-color-your-hair,pages_search,city,"GRAY_LEVEL_\not_sure\""""",FREQUENCY_2,state,FREQUENCY_7,latitude,pages_welcome,pages_hair-colorist,utm_bronto,pages_color-translator,pages_hair-dye-ingredients,utm_facebook,device_tablet,"COMFORT_LEVEL_\very_comfortable\""""",browser_ie,browser_firefox,customer_type_rootreboot,"DO_WITH_HAIR_\not_sure\""""",browser_chrome,medium_none,utm_direct,"COMFORT_LEVEL_\comfortable\""""",avg_session_length,medium_fbigan,purchases,total_order_type,total_customer_type,pages_color-advisor,device_desktop,revenue,utm_iterable,medium_email,predicted_future_ltr_10yr,pages_shopping,pages_shop,pages_product,"DO_WITH_HAIR_\change\""""","HAIR_COLOR_\red\""""",pages_compare-shades,"NATURAL_HAIR_COLOR_\red\""""",customer_type_gloss,"COLOR_WHERE_\at_home\""""",FREQUENCY_8,"HAIR_COLOR_\black\""""","NATURAL_HAIR_COLOR_\black\""""",order_type_one-time,"GRAY_LEVEL_\less_than_50\"""""
P 14,pages_notloggedin,medium_fbigan,utm_bronto,pages_account,utm_google,visit_count,order_type_one-time,pages_hair-color,total_pages,medium_organic,device_mobile,browser_facebook,FREQUENCY_other,pages_checkout,visitor_age,medium_email,pages_cart,utm_facebook,pages_confirmation,"HAIR_COLOR_\red\""""",pages_welcome,pages_learn-more,browser_chrome,"NATURAL_HAIR_COLOR_\red\""""","HAIR_COLOR_\brown\""""","COMFORT_LEVEL_\very_comfortable\""""",total_order_type,total_customer_type,"GRAY_LEVEL_\no_gray\""""",pages_signIn,FREQUENCY_4,customer_type_gloss,medium_cpc,"DO_WITH_HAIR_\change\""""","DO_WITH_HAIR_\color_and_highlights\""""","COLOR_WHERE_\salon_and_home\""""",customer_type_other,FREQUENCY_12,latitude,country,"GRAY_LEVEL_\not_sure\""""","DO_WITH_HAIR_\highlight_only\""""","GRAY_LEVEL_\less_than_50\""""",pages_shop,FREQUENCY_8,pages_blog,pages_about,"COMFORT_LEVEL_\comfortable\""""",state,"DO_WITH_HAIR_\not_sure\""""",customer_type_rootreboot,"NATURAL_HAIR_COLOR_\brown\""""",pages_email-unsubscribe,utm_iterable,"COLOR_WHERE_\at_home\""""",revenue,"NATURAL_HAIR_COLOR_\blonde\""""",browser_firefox,FREQUENCY_6,purchases,pages_search,longitude,customer_type_colorbar,pages_landing,city,pages_hair-color-chart,pages_faqs,customer_type_color,FREQUENCY_7,pages_other,FREQUENCY_2,utm_direct,FREQUENCY_3,pages_color-translator,medium_none,browser_safari,"HAIR_COLOR_\blonde\""""",avg_session_length,FREQUENCY_5,order_type_renewal,pages_hair-colorist,pages_support,predicted_future_ltr_10yr,"GRAY_LEVEL_\all\""""",pages_colorbar,"COMFORT_LEVEL_\not_comfortable\""""",pages_hair-dye-ingredients,pages_membership,"COMFORT_LEVEL_\somewhat_comfortable\""""",browser_ie,device_desktop,device_tablet,"GRAY_LEVEL_\more_than_50\""""",pages_color-advisor,pages_shopping,"COLOR_WHERE_\at_salon\""""",pages_refer,pages_how-to-color-your-hair,"DO_WITH_HAIR_\touch_up\""""","HAIR_COLOR_\black\""""",pages_compare-shades,browser_other,"NATURAL_HAIR_COLOR_\black\""""",pages_product,pages_share,order_type_subscription,medium_other,utm_other
P 15,order_type_one-time,pages_colorbar,customer_type_colorbar,"HAIR_COLOR_\blonde\""""","NATURAL_HAIR_COLOR_\blonde\""""","DO_WITH_HAIR_\change\""""",visit_count,utm_other,"COLOR_WHERE_\at_home\""""","COMFORT_LEVEL_\comfortable\""""",FREQUENCY_8,pages_account,pages_notloggedin,medium_other,visitor_age,customer_type_color,pages_hair-color,total_pages,"NATURAL_HAIR_COLOR_\black\""""",browser_safari,predicted_future_ltr_10yr,pages_how-to-color-your-hair,device_tablet,pages_other,"COMFORT_LEVEL_\very_comfortable\""""","HAIR_COLOR_\black\""""","GRAY_LEVEL_\less_than_50\""""","HAIR_COLOR_\brown\""""",city,pages_learn-more,pages_landing,pages_signIn,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_about,pages_email-unsubscribe,pages_confirmation,FREQUENCY_3,FREQUENCY_2,pages_checkout,pages_faqs,pages_support,total_customer_type,total_order_type,pages_membership,"COMFORT_LEVEL_\not_comfortable\""""","NATURAL_HAIR_COLOR_\brown\""""",pages_refer,browser_firefox,utm_iterable,pages_cart,browser_other,"GRAY_LEVEL_\all\""""",country,"GRAY_LEVEL_\more_than_50\""""",pages_blog,"COLOR_WHERE_\at_salon\""""",pages_welcome,pages_hair-colorist,pages_hair-dye-ingredients,"DO_WITH_HAIR_\color_and_highlights\""""",revenue,pages_search,pages_share,latitude,utm_facebook,browser_ie,FREQUENCY_7,browser_facebook,device_desktop,pages_hair-color-chart,medium_organic,purchases,FREQUENCY_other,medium_fbigan,FREQUENCY_5,medium_email,FREQUENCY_4,"GRAY_LEVEL_\not_sure\""""",medium_cpc,"DO_WITH_HAIR_\touch_up\""""",pages_color-translator,FREQUENCY_12,utm_google,device_mobile,"DO_WITH_HAIR_\not_sure\""""",medium_none,utm_direct,customer_type_other,"GRAY_LEVEL_\no_gray\""""",longitude,pages_compare-shades,pages_shop,"COLOR_WHERE_\salon_and_home\""""",state,FREQUENCY_6,avg_session_length,customer_type_rootreboot,utm_bronto,pages_color-advisor,pages_shopping,"DO_WITH_HAIR_\highlight_only\""""",order_type_renewal,browser_chrome,customer_type_gloss,pages_product,"NATURAL_HAIR_COLOR_\red\""""",order_type_subscription,"HAIR_COLOR_\red\"""""
P 16,"GRAY_LEVEL_\less_than_50\""""",longitude,FREQUENCY_6,"HAIR_COLOR_\red\""""",device_tablet,"NATURAL_HAIR_COLOR_\red\""""",state,pages_colorbar,customer_type_colorbar,"COLOR_WHERE_\at_home\""""","DO_WITH_HAIR_\touch_up\""""",visitor_age,visit_count,FREQUENCY_5,browser_safari,"HAIR_COLOR_\blonde\""""",FREQUENCY_7,total_pages,latitude,"COMFORT_LEVEL_\very_comfortable\""""",browser_ie,pages_checkout,medium_cpc,pages_confirmation,pages_account,FREQUENCY_4,"NATURAL_HAIR_COLOR_\blonde\""""",utm_other,"DO_WITH_HAIR_\color_and_highlights\""""",pages_signIn,pages_how-to-color-your-hair,browser_firefox,order_type_subscription,"DO_WITH_HAIR_\not_sure\""""",pages_membership,order_type_renewal,utm_google,medium_other,pages_faqs,avg_session_length,pages_share,pages_compare-shades,pages_color-translator,pages_landing,browser_other,pages_refer,pages_hair-dye-ingredients,customer_type_color,pages_hair-color-chart,pages_about,pages_notloggedin,"GRAY_LEVEL_\not_sure\""""",pages_support,pages_blog,medium_none,pages_hair-color,utm_direct,utm_facebook,pages_welcome,pages_other,pages_shop,browser_facebook,pages_search,FREQUENCY_12,"DO_WITH_HAIR_\highlight_only\""""",pages_learn-more,pages_hair-colorist,"NATURAL_HAIR_COLOR_\brown\""""",medium_organic,FREQUENCY_other,medium_fbigan,utm_iterable,"GRAY_LEVEL_\all\""""",device_desktop,customer_type_gloss,"COMFORT_LEVEL_\comfortable\""""",predicted_future_ltr_10yr,pages_color-advisor,customer_type_other,pages_shopping,pages_cart,pages_email-unsubscribe,order_type_one-time,purchases,medium_email,revenue,"COMFORT_LEVEL_\not_comfortable\""""",utm_bronto,city,"COLOR_WHERE_\salon_and_home\""""",total_customer_type,total_order_type,customer_type_rootreboot,FREQUENCY_2,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_product,"COLOR_WHERE_\at_salon\""""",device_mobile,"HAIR_COLOR_\black\""""",country,FREQUENCY_3,"HAIR_COLOR_\brown\""""","GRAY_LEVEL_\more_than_50\""""",browser_chrome,"DO_WITH_HAIR_\change\""""","NATURAL_HAIR_COLOR_\black\""""",FREQUENCY_8,"GRAY_LEVEL_\no_gray\"""""
P 17,pages_product,device_tablet,order_type_subscription,avg_session_length,"HAIR_COLOR_\blonde\""""",visitor_age,total_pages,"NATURAL_HAIR_COLOR_\blonde\""""",FREQUENCY_6,"GRAY_LEVEL_\less_than_50\""""",visit_count,customer_type_rootreboot,medium_fbigan,"COMFORT_LEVEL_\comfortable\""""",utm_bronto,"HAIR_COLOR_\brown\""""",customer_type_gloss,"NATURAL_HAIR_COLOR_\black\""""","COLOR_WHERE_\at_home\""""",customer_type_other,pages_cart,"DO_WITH_HAIR_\change\""""","HAIR_COLOR_\black\""""",browser_ie,pages_shopping,device_desktop,medium_cpc,browser_firefox,FREQUENCY_7,pages_shop,browser_safari,utm_google,"DO_WITH_HAIR_\highlight_only\""""",utm_direct,medium_none,utm_facebook,pages_checkout,FREQUENCY_12,order_type_renewal,pages_compare-shades,pages_confirmation,FREQUENCY_other,pages_hair-color,"COMFORT_LEVEL_\somewhat_comfortable\""""",longitude,predicted_future_ltr_10yr,"GRAY_LEVEL_\not_sure\""""",FREQUENCY_5,browser_facebook,pages_hair-color-chart,pages_welcome,city,FREQUENCY_3,browser_other,"COMFORT_LEVEL_\not_comfortable\""""","COMFORT_LEVEL_\very_comfortable\""""",pages_search,"DO_WITH_HAIR_\color_and_highlights\""""","GRAY_LEVEL_\more_than_50\""""",pages_color-translator,country,"GRAY_LEVEL_\all\""""",total_customer_type,total_order_type,medium_organic,FREQUENCY_2,pages_learn-more,medium_email,purchases,pages_share,"COLOR_WHERE_\at_salon\""""",pages_about,pages_hair-dye-ingredients,state,revenue,pages_landing,FREQUENCY_4,"NATURAL_HAIR_COLOR_\brown\""""",latitude,pages_color-advisor,pages_refer,pages_blog,pages_other,"DO_WITH_HAIR_\touch_up\""""","DO_WITH_HAIR_\not_sure\""""",pages_membership,utm_iterable,pages_faqs,pages_signIn,pages_notloggedin,customer_type_color,pages_account,browser_chrome,pages_how-to-color-your-hair,"COLOR_WHERE_\salon_and_home\""""",FREQUENCY_8,pages_hair-colorist,utm_other,medium_other,pages_support,pages_email-unsubscribe,"GRAY_LEVEL_\no_gray\""""",order_type_one-time,device_mobile,customer_type_colorbar,pages_colorbar,"NATURAL_HAIR_COLOR_\red\""""","HAIR_COLOR_\red\"""""
P 18,longitude,state,"COLOR_WHERE_\at_salon\""""","COMFORT_LEVEL_\not_comfortable\""""","COMFORT_LEVEL_\somewhat_comfortable\""""","NATURAL_HAIR_COLOR_\black\""""",latitude,"HAIR_COLOR_\black\""""","GRAY_LEVEL_\more_than_50\""""",total_pages,pages_product,visit_count,"DO_WITH_HAIR_\change\""""",pages_cart,customer_type_color,FREQUENCY_8,visitor_age,FREQUENCY_5,pages_other,predicted_future_ltr_10yr,order_type_one-time,"NATURAL_HAIR_COLOR_\red\""""",FREQUENCY_3,pages_search,medium_fbigan,pages_hair-color-chart,medium_organic,pages_notloggedin,total_order_type,total_customer_type,avg_session_length,browser_ie,revenue,pages_hair-color,customer_type_rootreboot,pages_blog,pages_how-to-color-your-hair,utm_facebook,pages_hair-dye-ingredients,purchases,device_desktop,"COMFORT_LEVEL_\comfortable\""""","HAIR_COLOR_\red\""""",browser_facebook,"GRAY_LEVEL_\no_gray\""""",pages_account,browser_other,browser_chrome,pages_checkout,pages_hair-colorist,pages_learn-more,FREQUENCY_7,pages_faqs,utm_iterable,pages_refer,pages_welcome,"GRAY_LEVEL_\all\""""",pages_confirmation,pages_support,FREQUENCY_other,medium_email,device_mobile,pages_compare-shades,utm_google,"GRAY_LEVEL_\not_sure\""""",browser_firefox,utm_direct,medium_none,pages_membership,FREQUENCY_2,pages_shopping,"DO_WITH_HAIR_\touch_up\""""",utm_other,pages_signIn,FREQUENCY_4,medium_other,order_type_renewal,pages_landing,utm_bronto,FREQUENCY_12,"NATURAL_HAIR_COLOR_\brown\""""","DO_WITH_HAIR_\not_sure\""""","HAIR_COLOR_\brown\""""",device_tablet,pages_share,pages_about,medium_cpc,browser_safari,pages_color-translator,order_type_subscription,"DO_WITH_HAIR_\color_and_highlights\""""",customer_type_gloss,"COLOR_WHERE_\salon_and_home\""""",pages_email-unsubscribe,"HAIR_COLOR_\blonde\""""",customer_type_colorbar,"NATURAL_HAIR_COLOR_\blonde\""""",pages_colorbar,"DO_WITH_HAIR_\highlight_only\""""",customer_type_other,pages_shop,"GRAY_LEVEL_\less_than_50\""""",FREQUENCY_6,pages_color-advisor,"COMFORT_LEVEL_\very_comfortable\""""","COLOR_WHERE_\at_home\""""",city,country
P 19,total_pages,"HAIR_COLOR_\red\""""",pages_product,"NATURAL_HAIR_COLOR_\red\""""",visit_count,"COLOR_WHERE_\at_salon\""""",avg_session_length,country,visitor_age,"COMFORT_LEVEL_\somewhat_comfortable\""""",customer_type_color,pages_compare-shades,pages_colorbar,device_tablet,pages_cart,city,"COMFORT_LEVEL_\not_comfortable\""""","GRAY_LEVEL_\more_than_50\""""",customer_type_colorbar,FREQUENCY_5,order_type_one-time,pages_search,"DO_WITH_HAIR_\touch_up\""""",pages_checkout,pages_hair-color-chart,pages_confirmation,device_desktop,predicted_future_ltr_10yr,browser_safari,FREQUENCY_3,"GRAY_LEVEL_\all\""""",utm_facebook,revenue,"COLOR_WHERE_\salon_and_home\""""",medium_cpc,browser_ie,FREQUENCY_8,medium_fbigan,pages_hair-color,"DO_WITH_HAIR_\change\""""","NATURAL_HAIR_COLOR_\brown\""""",purchases,browser_facebook,medium_other,medium_none,utm_direct,utm_iterable,total_customer_type,total_order_type,"DO_WITH_HAIR_\not_sure\""""",FREQUENCY_7,FREQUENCY_4,pages_landing,browser_firefox,utm_other,medium_email,pages_how-to-color-your-hair,FREQUENCY_2,utm_google,"DO_WITH_HAIR_\color_and_highlights\""""","COMFORT_LEVEL_\comfortable\""""",FREQUENCY_12,order_type_renewal,browser_chrome,"GRAY_LEVEL_\not_sure\""""",pages_shop,"GRAY_LEVEL_\no_gray\""""","NATURAL_HAIR_COLOR_\black\""""",FREQUENCY_other,medium_organic,pages_welcome,pages_other,FREQUENCY_6,pages_about,utm_bronto,pages_refer,browser_other,pages_color-translator,pages_hair-colorist,pages_hair-dye-ingredients,"GRAY_LEVEL_\less_than_50\""""",pages_membership,pages_share,"HAIR_COLOR_\blonde\""""","NATURAL_HAIR_COLOR_\blonde\""""",customer_type_rootreboot,"HAIR_COLOR_\black\""""",pages_learn-more,order_type_subscription,"HAIR_COLOR_\brown\""""",pages_blog,pages_signIn,pages_notloggedin,pages_shopping,"COMFORT_LEVEL_\very_comfortable\""""","DO_WITH_HAIR_\highlight_only\""""",latitude,pages_account,pages_faqs,device_mobile,pages_color-advisor,customer_type_other,customer_type_gloss,pages_support,"COLOR_WHERE_\at_home\""""",pages_email-unsubscribe,state,longitude
P 20,customer_type_colorbar,pages_colorbar,"COLOR_WHERE_\salon_and_home\""""",pages_shop,state,longitude,latitude,utm_bronto,avg_session_length,pages_color-advisor,"DO_WITH_HAIR_\highlight_only\""""",total_pages,"GRAY_LEVEL_\no_gray\""""",browser_chrome,FREQUENCY_12,"HAIR_COLOR_\brown\""""","DO_WITH_HAIR_\not_sure\""""",medium_email,pages_product,device_mobile,"NATURAL_HAIR_COLOR_\black\""""","HAIR_COLOR_\black\""""",pages_compare-shades,FREQUENCY_4,purchases,revenue,order_type_renewal,FREQUENCY_2,browser_ie,"DO_WITH_HAIR_\color_and_highlights\""""",device_desktop,visit_count,FREQUENCY_8,pages_cart,utm_direct,medium_none,pages_share,pages_checkout,total_order_type,total_customer_type,browser_facebook,pages_color-translator,medium_other,utm_iterable,utm_facebook,pages_confirmation,predicted_future_ltr_10yr,order_type_subscription,"GRAY_LEVEL_\not_sure\""""",pages_membership,"NATURAL_HAIR_COLOR_\blonde\""""",pages_refer,FREQUENCY_other,customer_type_color,"COMFORT_LEVEL_\comfortable\""""",customer_type_other,customer_type_gloss,medium_cpc,order_type_one-time,FREQUENCY_3,city,pages_signIn,pages_landing,"GRAY_LEVEL_\all\""""",browser_firefox,"GRAY_LEVEL_\less_than_50\""""",pages_about,"NATURAL_HAIR_COLOR_\brown\""""","COMFORT_LEVEL_\very_comfortable\""""","HAIR_COLOR_\blonde\""""",medium_fbigan,"DO_WITH_HAIR_\change\""""",utm_google,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_welcome,browser_other,browser_safari,FREQUENCY_6,FREQUENCY_7,pages_search,medium_organic,country,"COMFORT_LEVEL_\not_comfortable\""""",pages_shopping,visitor_age,utm_other,"GRAY_LEVEL_\more_than_50\""""",FREQUENCY_5,pages_hair-color-chart,pages_hair-colorist,pages_blog,pages_email-unsubscribe,pages_hair-dye-ingredients,pages_how-to-color-your-hair,pages_hair-color,device_tablet,"DO_WITH_HAIR_\touch_up\""""",pages_learn-more,"NATURAL_HAIR_COLOR_\red\""""",customer_type_rootreboot,"HAIR_COLOR_\red\""""",pages_faqs,pages_support,pages_other,"COLOR_WHERE_\at_home\""""",pages_account,pages_notloggedin,"COLOR_WHERE_\at_salon\"""""
P 21,"DO_WITH_HAIR_\touch_up\""""",total_pages,visit_count,"COLOR_WHERE_\at_home\""""",device_mobile,pages_compare-shades,pages_product,visitor_age,utm_other,browser_chrome,"COMFORT_LEVEL_\very_comfortable\""""",browser_other,"GRAY_LEVEL_\no_gray\""""",medium_other,order_type_one-time,pages_cart,customer_type_other,FREQUENCY_8,pages_account,"NATURAL_HAIR_COLOR_\brown\""""",pages_search,pages_shopping,"NATURAL_HAIR_COLOR_\blonde\""""","DO_WITH_HAIR_\not_sure\""""",state,FREQUENCY_2,"HAIR_COLOR_\blonde\""""",pages_notloggedin,"DO_WITH_HAIR_\highlight_only\""""",customer_type_rootreboot,longitude,FREQUENCY_3,latitude,"GRAY_LEVEL_\less_than_50\""""",pages_membership,medium_none,utm_iterable,utm_direct,"HAIR_COLOR_\black\""""",pages_hair-color,pages_hair-color-chart,"COLOR_WHERE_\salon_and_home\""""",pages_refer,purchases,revenue,avg_session_length,"GRAY_LEVEL_\not_sure\""""",country,"DO_WITH_HAIR_\color_and_highlights\""""",total_customer_type,total_order_type,medium_organic,FREQUENCY_4,customer_type_gloss,pages_color-translator,"GRAY_LEVEL_\all\""""","HAIR_COLOR_\red\""""",medium_cpc,pages_signIn,order_type_renewal,"HAIR_COLOR_\brown\""""",pages_share,pages_landing,customer_type_color,utm_google,device_desktop,pages_hair-colorist,pages_hair-dye-ingredients,pages_blog,pages_checkout,FREQUENCY_7,FREQUENCY_5,browser_facebook,city,predicted_future_ltr_10yr,"NATURAL_HAIR_COLOR_\black\""""",FREQUENCY_6,pages_confirmation,"NATURAL_HAIR_COLOR_\red\""""",utm_facebook,FREQUENCY_other,"GRAY_LEVEL_\more_than_50\""""",medium_email,pages_about,pages_shop,pages_email-unsubscribe,"COMFORT_LEVEL_\comfortable\""""",browser_firefox,browser_ie,pages_learn-more,pages_faqs,pages_color-advisor,FREQUENCY_12,pages_other,pages_welcome,pages_support,medium_fbigan,browser_safari,pages_how-to-color-your-hair,order_type_subscription,"COMFORT_LEVEL_\not_comfortable\""""",customer_type_colorbar,"COLOR_WHERE_\at_salon\""""",pages_colorbar,utm_bronto,"COMFORT_LEVEL_\somewhat_comfortable\""""","DO_WITH_HAIR_\change\""""",device_tablet
